"DRXFDCD","DRXFCSD","DRXFCLD"
53711002,"CEREAL OR GRANOLA BAR (QUAKER CHEWY 90 CALORIE GRANOLA BAR)","Cereal or granola bar (Quaker Chewy 90 Calorie Granola Bar)"
53711004,"CEREAL OR GRANOLA BAR (QUAKER CHEWY 25% LESS SUGAR GRANOLA B","Cereal or granola bar (Quaker Chewy 25% Less Sugar Granola Bar)"
53711006,"CEREAL OR GRANOLA BAR (QUAKER CHEWY DIPPS GRANOLA BAR)","Cereal or granola bar (Quaker Chewy Dipps Granola Bar)"
53711100,"CEREAL OR GRANOLA BAR (QUAKER GRANOLA BITES)","Cereal or granola bar (Quaker Granola Bites)"
53712000,"SNACK BAR, OATMEAL","Snack bar, oatmeal"
53712100,"CEREAL OR GRANOLA BAR, NFS","Cereal or Granola bar, NFS"
53712200,"CEREAL OR GRANOLA BAR, LOWFAT, NFS","Cereal or granola bar, lowfat, NFS"
53712210,"CEREAL OR GRANOLA BAR, NONFAT","Cereal or granola bar, nonfat"
53713000,"CEREAL OR GRANOLA BAR, REDUCED SUGAR, NFS","Cereal or granola bar, reduced sugar, NFS"
53713010,"CEREAL OR GRANOLA BAR, FRUIT AND NUT","Cereal or granola bar, fruit and nut"
53713100,"CEREAL OR GRANOLA BAR, PEANUTS , OATS, SUGAR, WHEAT GERM","Cereal or granola bar, peanuts , oats, sugar, wheat germ"
53714200,"CEREAL OR GRANOLA BAR, CHOCOLATE COATED, NFS","Cereal or granola bar, chocolate coated, NFS"
53714210,"CEREAL OR GRANOLA BAR, WITH COCONUT, CHOCOLATE COATED","Cereal or granola bar, with coconut, chocolate coated"
53714220,"CEREAL OR GRANOLA BAR WITH NUTS, CHOCOLATE COATED","Cereal or granola bar with nuts, chocolate coated"
53714230,"CEREAL OR GRANOLA BAR, OATS, NUTS, COATED WITH NON-CHOCOLATE","Cereal or granola bar, oats, nuts, coated with non-chocolate coating"
53714250,"CEREAL OR GRANOLA BAR, COATED WITH NON-CHOCOLATE COATING","Cereal or granola bar, coated with non-chocolate coating"
53714300,"CEREAL OR GRANOLA BAR, HIGH FIBER, COATED WITH NON-CHOCOLATE","Cereal or granola bar, high fiber, coated with non-chocolate yogurt coating"
53714400,"CEREAL OR GRANOLA BAR, WITH RICE CEREAL","Cereal or granola bar, with rice cereal"
53714500,"BREAKFAST BAR, NFS","Breakfast bar, NFS"
53714510,"BREAKFAST BAR, DATE, WITH YOGURT COATING","Breakfast bar, date, with yogurt coating"
53714520,"BREAKFAST BAR, CEREAL CRUST WITH FRUIT FILLING, LOWFAT","Breakfast bar, cereal crust with fruit filling, lowfat"
53720100,"NUTRITION BAR (BALANCE ORIGINAL BAR)","Nutrition bar (Balance Original Bar)"
53720200,"NUTRITION BAR (CLIF BAR)","Nutrition bar (Clif Bar)"
53720210,"NUTRITION BAR (CLIF KIDS ORGANIC ZBAR)","Nutrition bar (Clif Kids Organic Zbar)"
53720300,"NUTRITION BAR (POWERBAR)","Nutrition bar (PowerBar)"
53720400,"NUTRITION BAR (SLIM FAST ORIGINAL MEAL BAR)","Nutrition bar (Slim Fast Original Meal Bar)"
53720500,"NUTRITION BAR (SNICKERS MARATHON PROTEIN BAR)","Nutrition bar (Snickers Marathon Protein Bar)"
53720600,"NUTRITION BAR (SOUTH BEACH LIVING MEAL BAR)","Nutrition bar (South Beach Living Meal Bar)"
53720610,"NUTRITION BAR (SOUTH BEACH LIVING HIGH PROTEIN BAR)","Nutrition bar (South Beach Living High Protein Bar)"
53720700,"NUTRITION BAR (TIGER'S MILK)","Nutrition bar (Tiger's Milk)"
53720800,"NUTRITION BAR (ZONE PERFECT CLASSIC CRUNCH)","Nutrition bar (Zone Perfect Classic Crunch)"
53729000,"NUTRITION BAR OR MEAL REPLACEMENT BAR, NFS","Nutrition bar or meal replacement bar, NFS"
53801000,"CEREAL BAR WITH FRUIT FILLING, BABY FOOD","Cereal bar with fruit filling, baby food"
53803050,"COOKIE, FRUIT, BABY FOOD","Cookie, fruit, baby food"
53803100,"COOKIE, BABY FOOD","Cookie, baby food"
53803250,"COOKIE, TEETHING, BABY","Cookie, teething, baby"
53803300,"COOKIE, RICE, BABY","Cookie, rice, baby"
54001000,"CRACKERS, NFS","Crackers, NFS"
54102010,"GRAHAM CRACKERS","Graham crackers"
54102015,"GRAHAM CRACKERS (TEDDY GRAHAMS)","Graham crackers (Teddy Grahams)"
54102020,"GRAHAM CRACKERS, CHOCOLATE COVERED","Graham crackers, chocolate covered"
54102050,"CRACKERS, OATMEAL","Crackers, oatmeal"
54102060,"CRACKERS, CUBAN","Crackers, Cuban"
54102100,"GRAHAM CRACKERS, REDUCED FAT","Graham crackers, reduced fat"
54102200,"GRAHAM CRACKERS, SANDWICH, WITH FILLING","Graham crackers, sandwich, with filling"
54103000,"CRACKERS, BREAKFAST BISCUIT","Crackers, breakfast biscuit"
54200100,"CRACKERS, BUTTER, REDUCED SODIUM","Crackers, butter, reduced sodium"
54201010,"CRACKERS, MATZO, REDUCED SODIUM","Crackers, matzo, reduced sodium"
54202020,"CRACKERS, SALTINE, REDUCED SODIUM","Crackers, saltine, reduced sodium"
54204020,"CRACKERS, WHEAT, REDUCED SODIUM","Crackers, wheat, reduced sodium"
54204030,"CRACKERS, WOVEN WHEAT, REDUCED SODIUM","Crackers, woven wheat, reduced sodium"
54301010,"CRACKERS, BUTTER, PLAIN","Crackers, butter, plain"
54301020,"CRACKERS, BUTTER, FLAVORED","Crackers, butter, flavored"
54301030,"CRACKERS, BUTTER (RITZ)","Crackers, butter (Ritz)"
54301100,"CRACKERS, BUTTER, REDUCED FAT","Crackers, butter, reduced fat"
54304000,"CRACKERS, CHEESE","Crackers, cheese"
54304005,"CRACKERS, CHEESE (CHEEZ-IT)","Crackers, cheese (Cheez-It)"
54304020,"CRACKERS, CHEESE (GOLDFISH)","Crackers, cheese (Goldfish)"
54304100,"CRACKERS, CHEESE, REDUCED FAT","Crackers, cheese, reduced fat"
54304110,"CRACKERS, CHEESE, REDUCED SODIUM","Crackers, cheese, reduced sodium"
54304150,"CRACKERS, CHEESE, WHOLE GRAIN","Crackers, cheese, whole grain"
54305010,"CRACKERS, CRISPBREAD","Crackers, crispbread"
54305020,"CRACKERS, FLATBREAD","Crackers, flatbread"
54307000,"CRACKERS, MATZO","Crackers, matzo"
54308000,"CRACKERS, MILK","Crackers, milk"
54313000,"CRACKERS, OYSTER","Crackers, oyster"
54318000,"CHIPS, RICE","Chips, rice"
54318500,"RICE CAKE","Rice cake"
54319000,"CRACKERS, RICE","Crackers, rice"
54319005,"CRACKERS, RICE AND NUTS","Crackers, rice and nuts"
54319020,"POPCORN CAKE","Popcorn cake"
54319500,"RICE PAPER","Rice paper"
54325000,"CRACKERS, SALTINE","Crackers, saltine"
54325010,"CRACKERS, SALTINE, REDUCED FAT","Crackers, saltine, reduced fat"
54325060,"CRACKERS, SALTINE, MULTIGRAIN","Crackers, saltine, multigrain"
54326000,"CRACKERS, MULTIGRAIN","Crackers, multigrain"
54328000,"CRACKERS, SANDWICH","Crackers, sandwich"
54328100,"CRACKERS, SANDWICH, PEANUT BUTTER FILLED","Crackers, sandwich, peanut butter filled"
54328105,"CRACKERS, SANDWICH, PEANUT BUTTER FILLED (RITZ)","Crackers, sandwich, peanut butter filled (Ritz)"
54328110,"CRACKERS, SANDWICH, REDUCED FAT, PEANUT BUTTER FILLED","Crackers, sandwich, reduced fat, peanut butter filled"
54328120,"CRACKERS, WHOLE GRAIN, SANDWICH, PEANUT BUTTER FILLED","Crackers, whole grain, sandwich, peanut butter filled"
54328200,"CRACKERS, SANDWICH, CHEESE FILLED","Crackers, sandwich, cheese filled"
54328210,"CRACKERS, SANDWICH, CHEESE FILLED (RITZ)","Crackers, sandwich, cheese filled (Ritz)"
54336000,"CRACKERS, WATER","Crackers, water"
54336100,"CRACKERS, WONTON","Crackers, wonton"
54337010,"CRACKERS, WOVEN WHEAT","Crackers, woven wheat"
54337020,"CRACKERS, WOVEN WHEAT, PLAIN (TRISCUIT)","Crackers, woven wheat, plain (Triscuit)"
54337030,"CRACKERS, WOVEN WHEAT, FLAVORED (TRISCUIT)","Crackers, woven wheat, flavored (Triscuit)"
54337060,"CRACKERS, WOVEN WHEAT, REDUCED FAT","Crackers, woven wheat, reduced fat"
54338000,"CRACKERS, WHEAT","Crackers, wheat"
54338010,"CRACKERS, WHEAT, PLAIN (WHEAT THINS)","Crackers, wheat, plain (Wheat Thins)"
54338020,"CRACKERS, WHEAT, FLAVORED (WHEAT THINS)","Crackers, wheat, flavored (Wheat Thins)"
54338100,"CRACKERS, WHEAT, REDUCED FAT","Crackers, wheat, reduced fat"
54339000,"CRACKERS, CORN","Crackers, corn"
54340100,"CRACKERS, GLUTEN FREE, PLAIN","Crackers, gluten free, plain"
54340110,"CRACKERS, GLUTEN FREE, FLAVORED","Crackers, gluten free, flavored"
54350000,"CRACKERS, BABY FOOD","Crackers, baby food"
54350010,"GERBER FINGER FOODS, PUFFS, BABY FOOD","Gerber Finger Foods, Puffs, baby food"
54350020,"FINGER FOODS, PUFFS, BABY FOOD","Finger Foods, Puffs, baby food"
54360000,"CRUNCHY SNACKS, CORN BASED, BABY FOOD","Crunchy snacks, corn based, baby food"
54401011,"CORN NUTS","Corn nuts"
54401021,"CORN CHIPS, PLAIN","Corn chips, plain"
54401026,"CORN CHIPS, FLAVORED","Corn chips, flavored"
54401031,"CORN CHIPS, PLAIN (FRITOS)","Corn chips, plain (Fritos)"
54401035,"CORN CHIPS, FLAVORED (FRITOS)","Corn chips, flavored (Fritos)"
54401055,"CHEESE FLAVORED CORN SNACKS","Cheese flavored corn snacks"
54401065,"CHEESE FLAVORED CORN SNACKS, REDUCED FAT","Cheese flavored corn snacks, reduced fat"
54401075,"TORTILLA CHIPS, PLAIN","Tortilla chips, plain"
54401081,"CHEESE FLAVORED CORN SNACKS (CHEETOS)","Cheese flavored corn snacks (Cheetos)"
54401085,"TORTILLA CHIPS, FLAVORED","Tortilla chips, flavored"
54401090,"CORN CHIPS, REDUCED SODIUM","Corn chips, reduced sodium"
54401095,"TORTILLA CHIPS, POPPED","Tortilla chips, popped"
54401110,"TORTILLA CHIPS, NACHO CHEESE FLAVOR (DORITOS)","Tortilla chips, nacho cheese flavor (Doritos)"
54401111,"TORTILLA CHIPS, COOL RANCH FLAVOR (DORITOS)","Tortilla chips, cool ranch flavor (Doritos)"
54401112,"TORTILLA CHIPS, OTHER FLAVORS (DORITOS)","Tortilla chips, other flavors (Doritos)"
54401121,"TORTILLA CHIPS, REDUCED FAT, PLAIN","Tortilla chips, reduced fat, plain"
54401122,"TORTILLA CHIPS, REDUCED FAT, FLAVORED","Tortilla chips, reduced fat, flavored"
54401170,"TORTILLA CHIPS, LOW FAT, UNSALTED","Tortilla chips, low fat, unsalted"
54402080,"TORTILLA CHIPS, REDUCED SODIUM","Tortilla chips, reduced sodium"
54402200,"SNACK MIX","Snack mix"
54402610,"POTATO CHIPS, RESTRUCTURED, MULTIGRAIN","Potato chips, restructured, multigrain"
54402700,"PITA CHIPS","Pita chips"
54403001,"POPCORN, NFS","Popcorn, NFS"
54403005,"POPCORN, MOVIE THEATER, WITH ADDED BUTTER","Popcorn, movie theater, with added butter"
54403006,"POPCORN, MOVIE THEATER, UNBUTTERED","Popcorn, movie theater, unbuttered"
54403010,"POPCORN, AIR-POPPED, UNBUTTERED","Popcorn, air-popped, unbuttered"
54403040,"POPCORN, AIR-POPPED, WITH ADDED BUTTER OR MARGARINE","Popcorn, air-popped, with added butter or margarine"
54403045,"POPCORN, POPPED IN OIL, UNBUTTERED","Popcorn, popped in oil, unbuttered"
54403046,"POPCORN, POPPED IN OIL, WITH ADDED BUTTER OR MARGARINE","Popcorn, popped in oil, with added butter or margarine"
54403051,"POPCORN, MICROWAVE, NFS","Popcorn, microwave, NFS"
54403052,"POPCORN, MICROWAVE, PLAIN","Popcorn, microwave, plain"
54403053,"POPCORN, MICROWAVE, PLAIN, LIGHT","Popcorn, microwave, plain, light"
54403054,"POPCORN, MICROWAVE, LOW SODIUM","Popcorn, microwave, low sodium"
54403055,"POPCORN, MICROWAVE, UNSALTED","Popcorn, microwave, unsalted"
54403056,"POPCORN, MICROWAVE, BUTTER FLAVORED","Popcorn, microwave, butter flavored"
54403057,"POPCORN, MICROWAVE, BUTTER FLAVORED, LIGHT","Popcorn, microwave, butter flavored, light"
54403058,"POPCORN, MICROWAVE, CHEESE FLAVORED","Popcorn, microwave, cheese flavored"
54403059,"POPCORN, MICROWAVE, KETTLE CORN","Popcorn, microwave, kettle corn"
54403061,"POPCORN, MICROWAVE, KETTLE CORN, LIGHT","Popcorn, microwave, kettle corn, light"
54403062,"POPCORN, MICROWAVE, OTHER FLAVORED","Popcorn, microwave, other flavored"
54403080,"POPCORN, READY-TO-EAT PACKAGED, NFS","Popcorn, ready-to-eat packaged, NFS"
54403081,"POPCORN, READY-TO-EAT PACKAGED, PLAIN","Popcorn, ready-to-eat packaged, plain"
54403082,"POPCORN, READY-TO-EAT PACKAGED, PLAIN, LIGHT","Popcorn, ready-to-eat packaged, plain, light"
54403083,"POPCORN, READY-TO-EAT PACKAGED, LOW SODIUM","Popcorn, ready-to-eat packaged, low sodium"
54403084,"POPCORN, READY-TO-EAT PACKAGED, UNSALTED","Popcorn, ready-to-eat packaged, unsalted"
54403085,"POPCORN, READY-TO-EAT PACKAGED, BUTTER FLAVORED","Popcorn, ready-to-eat packaged, butter flavored"
54403086,"POPCORN, READY-TO-EAT PACKAGED, BUTTER FLAVORED, LIGHT","Popcorn, ready-to-eat packaged, butter flavored, light"
54403087,"POPCORN, READY-TO-EAT PACKAGED, CHEESE FLAVORED","Popcorn, ready-to-eat packaged, cheese flavored"
54403088,"POPCORN, READY-TO-EAT PACKAGED, CHEESE FLAVORED, LIGHT","Popcorn, ready-to-eat packaged, cheese flavored, light"
54403089,"POPCORN, READY-TO-EAT-PACKAGED, KETTLE CORN","Popcorn, ready-to-eat-packaged, kettle corn"
54403091,"POPCORN, READY-TO-EAT PACKAGED, KETTLE CORN, LIGHT","Popcorn, ready-to-eat packaged, kettle corn, light"
54403092,"POPCORN, READY-TO-EAT PACKAGED, OTHER FLAVORED","Popcorn, ready-to-eat packaged, other flavored"
54403110,"POPCORN, CARAMEL COATED","Popcorn, caramel coated"
54403120,"POPCORN, CARAMEL COATED, WITH NUTS","Popcorn, caramel coated, with nuts"
54403160,"POPCORN, CHOCOLATE COATED","Popcorn, chocolate coated"
54404000,"POPCORN CHIPS, PLAIN","Popcorn chips, plain"
54404010,"POPCORN CHIPS, OTHER FLAVORS","Popcorn chips, other flavors"
54404020,"POPCORN CHIPS, SWEET FLAVORS","Popcorn chips, sweet flavors"
54406010,"ONION FLAVORED RINGS","Onion flavored rings"
54406200,"SHRIMP CHIPS","Shrimp chips"
54408000,"PRETZELS, NFS","Pretzels, NFS"
54408015,"PRETZELS, HARD, NFS","Pretzels, hard, NFS"
54408016,"PRETZELS, HARD, PLAIN, SALTED","Pretzels, hard, plain, salted"
54408017,"PRETZELS, HARD, PLAIN, LIGHTLY SALTED","Pretzels, hard, plain, lightly salted"
54408030,"PRETZELS, HARD, PLAIN, UNSALTED","Pretzels, hard, plain, unsalted"
54408035,"PRETZELS, HARD, FLAVORED","Pretzels, hard, flavored"
54408070,"PRETZELS, HARD, MULTIGRAIN","Pretzels, hard, multigrain"
54408081,"PRETZELS, HARD, PLAIN, GLUTEN FREE","Pretzels, hard, plain, gluten free"
54408082,"PRETZELS, HARD, FLAVORED, GLUTEN FREE","Pretzels, hard, flavored, gluten free"
54408100,"PRETZEL, BABY FOOD","Pretzel, baby food"
54408105,"PRETZEL CHIPS, HARD, PLAIN","Pretzel chips, hard, plain"
54408110,"PRETZEL CHIPS, HARD, FLAVORED","Pretzel chips, hard, flavored"
54408115,"PRETZEL CHIPS, HARD, GLUTEN FREE","Pretzel chips, hard, gluten free"
54408190,"PRETZELS, HARD, COATED, NFS","Pretzels, hard, coated, NFS"
54408200,"PRETZELS, HARD, CHOCOLATE COATED","Pretzels, hard, chocolate coated"
54408210,"PRETZELS, HARD, WHITE CHOCOLATE COATED","Pretzels, hard, white chocolate coated"
54408250,"PRETZELS, HARD, YOGURT COATED","Pretzels, hard, yogurt coated"
54408260,"PRETZELS, HARD, COATED, GLUTEN FREE","Pretzels, hard, coated, gluten free"
54408290,"PRETZELS, HARD, FILLED, NFS","Pretzels, hard, filled, NFS"
54408300,"PRETZELS, HARD, CHEESE FILLED","Pretzels, hard, cheese filled"
54408310,"PRETZELS, HARD, PEANUT BUTTER FILLED","Pretzels, hard, peanut butter filled"
54408400,"PRETZELS, SOFT, NFS","Pretzels, soft, NFS"
54408405,"PRETZELS, SOFT, READY-TO-EAT, NFS","Pretzels, soft, ready-to-eat, NFS"
54408410,"PRETZELS, SOFT, READY-TO-EAT, SALTED, BUTTERED","Pretzels, soft, ready-to-eat, salted, buttered"
54408411,"PRETZELS, SOFT, READY-TO-EAT, UNSALTED, BUTTERED","Pretzels, soft, ready-to-eat, unsalted, buttered"
54408415,"PRETZELS, SOFT, READY-TO-EAT, SALTED, NO BUTTER","Pretzels, soft, ready-to-eat, salted, no butter"
54408416,"PRETZELS, SOFT, READY-TO-EAT, UNSALTED, NO BUTTER","Pretzels, soft, ready-to-eat, unsalted, no butter"
54408420,"PRETZELS, SOFT, READY-TO-EAT, CINNAMON SUGAR COATED","Pretzels, soft, ready-to-eat, cinnamon sugar coated"
54408422,"PRETZELS, SOFT, READY-TO-EAT, COATED OR FLAVORED","Pretzels, soft, ready-to-eat, coated or flavored"
54408430,"PRETZELS, SOFT, READY-TO-EAT, TOPPED WITH MEAT","Pretzels, soft, ready-to-eat, topped with meat"
54408432,"PRETZELS, SOFT, READY-TO-EAT, TOPPED WITH CHEESE","Pretzels, soft, ready-to-eat, topped with cheese"
54408450,"PRETZELS, SOFT, FROM FROZEN, NFS","Pretzels, soft, from frozen, NFS"
54408455,"PRETZELS, SOFT, FROM FROZEN, SALTED","Pretzels, soft, from frozen, salted"
54408456,"PRETZELS, SOFT, FROM FROZEN, UNSALTED","Pretzels, soft, from frozen, unsalted"
54408460,"PRETZELS, SOFT, FROM FROZEN, CINNAMON SUGAR COATED","Pretzels, soft, from frozen, cinnamon sugar coated"
54408462,"PRETZELS, SOFT, FROM FROZEN, COATED OR FLAVORED","Pretzels, soft, from frozen, coated or flavored"
54408465,"PRETZELS, SOFT, FROM FROZEN, TOPPED WITH MEAT","Pretzels, soft, from frozen, topped with meat"
54408466,"PRETZELS, SOFT, FROM FROZEN, TOPPED WITH CHEESE","Pretzels, soft, from frozen, topped with cheese"
54408470,"PRETZELS, SOFT, FILLED WITH CHEESE","Pretzels, soft, filled with cheese"
54408475,"PRETZELS, SOFT, FROM SCHOOL LUNCH","Pretzels, soft, from school lunch"
54408480,"PRETZELS, SOFT, MULTIGRAIN","Pretzels, soft, multigrain"
54408485,"PRETZELS, SOFT, GLUTEN FREE","Pretzels, soft, gluten free"
54408486,"PRETZELS, SOFT, GLUTEN FREE, CINNAMON SUGAR COATED","Pretzels, soft, gluten free, cinnamon sugar coated"
54408487,"PRETZELS, SOFT, GLUTEN FREE, COATED OR FLAVORED","Pretzels, soft, gluten free, coated or flavored"
54420210,"MULTIGRAIN CHIPS (SUN CHIPS)","Multigrain chips (Sun Chips)"
54420220,"SNACK MIX, PLAIN (CHEX MIX)","Snack mix, plain (Chex Mix)"
54440010,"BAGEL CHIPS","Bagel chips"
54440020,"CRACKER CHIPS","Cracker chips"
55100005,"PANCAKES, NFS","Pancakes, NFS"
55100010,"PANCAKES, PLAIN, FROM FROZEN","Pancakes, plain, from frozen"
55100015,"PANCAKES, PLAIN, REDUCED FAT, FROM FOZEN","Pancakes, plain, reduced fat, from fozen"
55100020,"PANCAKES, WITH FRUIT, FROM FROZEN","Pancakes, with fruit, from frozen"
55100025,"PANCAKES, WITH CHOCOLATE, FROM FROZEN","Pancakes, with chocolate, from frozen"
55100030,"PANCAKES, WHOLE GRAIN, FROM FROZEN","Pancakes, whole grain, from frozen"
55100035,"PANCAKES, WHOLE GRAIN, REDUCED FAT, FROM FROZEN","Pancakes, whole grain, reduced fat, from frozen"
55100040,"PANCAKES, GLUTEN FREE, FROM FROZEN","Pancakes, gluten free, from frozen"
55100050,"PANCAKES, PLAIN, FROM FAST FOOD / RESTAURANT","Pancakes, plain, from fast food / restaurant"
55100055,"PANCAKES, WITH FRUIT, FROM FAST FOOD / RESTAURANT","Pancakes, with fruit, from fast food / restaurant"
55100060,"PANCAKES, WITH CHOCOLATE, FROM FAST FOOD / RESTAURANT","Pancakes, with chocolate, from fast food / restaurant"
55100065,"PANCAKES, WHOLE GRAIN, FROM FAST FOOD / RESTAURANT","Pancakes, whole grain, from fast food / restaurant"
55100070,"PANCAKES, WHOLE GRAIN AND NUTS, FROM FAST FOOD / RESTAURANT","Pancakes, whole grain and nuts, from fast food / restaurant"
55100080,"PANCAKES, FROM SCHOOL, NFS","Pancakes, from school, NFS"
55101000,"PANCAKES, PLAIN","Pancakes, plain"
55101015,"PANCAKES, PLAIN, REDUCED FAT","Pancakes, plain, reduced fat"
55103000,"PANCAKES, WITH FRUIT","Pancakes, with fruit"
55103020,"PANCAKES, PUMPKIN","Pancakes, pumpkin"
55103100,"PANCAKES, WITH CHOCOLATE","Pancakes, with chocolate"
55105000,"PANCAKES, BUCKWHEAT","Pancakes, buckwheat"
55105100,"PANCAKES, CORNMEAL","Pancakes, cornmeal"
55105200,"PANCAKES, WHOLE GRAIN","Pancakes, whole grain"
55105205,"PANCAKES, WHOLE GRAIN, REDUCED FAT","Pancakes, whole grain, reduced fat"
55106000,"PANCAKES, GLUTEN FREE","Pancakes, gluten free"
55200010,"WAFFLE, NFS","Waffle, NFS"
55200020,"WAFFLE, PLAIN, FROM FROZEN","Waffle, plain, from frozen"
55200030,"WAFFLE, PLAIN, REDUCED FAT, FROM FROZEN","Waffle, plain, reduced fat, from frozen"
55200040,"WAFFLE, FRUIT, FROM FROZEN","Waffle, fruit, from frozen"
55200050,"WAFFLE, CHOCOLATE, FROM FROZEN","Waffle, chocolate, from frozen"
55200060,"WAFFLE, WHOLE GRAIN, FROM FROZEN","Waffle, whole grain, from frozen"
55200070,"WAFFLE, WHOLE GRAIN, REDUCED FAT, FROM FROZEN","Waffle, whole grain, reduced fat, from frozen"
55200080,"WAFFLE, WHOLE GRAIN, FRUIT, FROM FROZEN","Waffle, whole grain, fruit, from frozen"
55200090,"WAFFLE, GLUTEN FREE, FROM FROZEN","Waffle, gluten free, from frozen"
55200100,"WAFFLE, PLAIN, FROM FAST FOOD / RESTAURANT","Waffle, plain, from fast food / restaurant"
55200110,"WAFFLE, CHOCOLATE, FROM FAST FOOD / RESTAURANT","Waffle, chocolate, from fast food / restaurant"
55200120,"WAFFLE, FRUIT, FROM FAST FOOD / RESTAURANT","Waffle, fruit, from fast food / restaurant"
55200130,"WAFFLE, WHOLE GRAIN, FROM FAST FOOD / RESTAURANT","Waffle, whole grain, from fast food / restaurant"
55200200,"WAFFLE, FROM SCHOOL, NFS","Waffle, from school, NFS"
55201000,"WAFFLE, PLAIN","Waffle, plain"
55203000,"WAFFLE, FRUIT","Waffle, fruit"
55203600,"WAFFLE, CHOCOLATE","Waffle, chocolate"
55203700,"WAFFLE, CINNAMON","Waffle, cinnamon"
55204000,"WAFFLE, CORNMEAL","Waffle, cornmeal"
55205000,"WAFFLE, WHOLE GRAIN","Waffle, whole grain"
55208000,"WAFFLE, GLUTEN FREE","Waffle, gluten free"
55211050,"WAFFLE, PLAIN, REDUCED FAT","Waffle, plain, reduced fat"
55212000,"WAFFLE, WHOLE GRAIN, REDUCED FAT","Waffle, whole grain, reduced fat"
55300010,"FRENCH TOAST, NFS","French toast, NFS"
55300020,"FRENCH TOAST, PLAIN, FROM FROZEN","French toast, plain, from frozen"
55300030,"FRENCH TOAST, WHOLE GRAIN, FROM FROZEN","French toast, whole grain, from frozen"
55300040,"FRENCH TOAST, GLUTEN FREE, FROM FROZEN","French toast, gluten free, from frozen"
55300050,"FRENCH TOAST, PLAIN, FROM FAST FOOD / RESTAURANT","French toast, plain, from fast food / restaurant"
55300055,"FRENCH TOAST, WHOLE GRAIN, FROM FAST FOOD / RESTAURANT","French toast, whole grain, from fast food / restaurant"
55300060,"FRENCH TOAST, FROM SCHOOL, NFS","French toast, from school, NFS"
55301000,"FRENCH TOAST, PLAIN","French toast, plain"
55301010,"FRENCH TOAST, PLAIN, REDUCED FAT","French toast, plain, reduced fat"
55301015,"FRENCH TOAST, WHOLE GRAIN","French toast, whole grain"
55301020,"FRENCH TOAST, WHOLE GRAIN, REDUCED FAT","French toast, whole grain, reduced fat"
55301025,"FRENCH TOAST, GLUTEN FREE","French toast, gluten free"
55301030,"FRENCH TOAST STICKS, NFS","French toast sticks, NFS"
55301031,"FRENCH TOAST STICKS, PLAIN, FROM FROZEN","French toast sticks, plain, from frozen"
55301040,"FRENCH TOAST STICKS, PLAIN, FROM FAST FOOD / RESTAURANT","French toast sticks, plain, from fast food / restaurant"
55301048,"FRENCH TOAST STICKS, FROM SCHOOL, NFS","French toast sticks, from school, NFS"
